2021/04/01, 272
2021/04/08, 271
2021/04/13, 272
2021/04/16, 272
2021/04/20, 272
2021/04/24, 272
2021/04/28, 274
2021/05/02, 274
2021/05/06, 272
2021/05/09, 271
2021/05/13, 271
2021/05/17, 272
2021/05/21, 273
2021/05/25, 277
2021/05/29, 278
2021/06/01, 279
2021/06/06, 279
2021/06/09, 282
2021/06/13, 284
2021/06/17, 285
2021/06/21, 289
2021/06/25, 293
2021/06/29, 298
2021/07/02, 301
2021/07/06, 306
2021/07/10, 309
2021/07/14, 313
2021/07/18, 312
2021/07/21, 307
2021/07/25, 301
2021/07/28, 295
2021/08/01, 290
2021/08/04, 286
2021/08/08, 280
2021/08/11, 275
2021/08/15, 269
2021/08/19, 268
2021/08/23, 269
2021/08/26, 272
2021/08/30, 274
2021/09/03, 273
2021/09/07, 273
2021/09/11, 275
2021/09/15, 276
2021/09/19, 278
2021/09/23, 280
2021/09/26, 284
2021/09/30, 286
2021/10/04, 291
2021/10/08, 293
2021/10/12, 296
2021/10/16, 298
2021/10/19, 300
2021/10/23, 301
2021/10/27, 302
2021/10/31, 303
2021/11/04, 303
2021/11/08, 304
2021/11/12, 305
2021/11/16, 308
2021/11/19, 311
2021/11/23, 319
2021/11/27, 325
2021/11/30, 334
2021/12/04, 338
2021/12/07, 347
2021/12/11, 351
2021/12/14, 360
2021/12/18, 361
2021/12/21, 365
2021/12/25, 365
2021/12/29, 358
2022/01/01, 357
2022/01/05, 351
2022/01/09, 347
2022/01/12, 347
2022/01/17, 341
2022/01/20, 338
2022/01/28, 327
2022/01/31, 319
2022/02/04, 315
2022/02/09, 309
2022/02/13, 303
2022/02/16, 299
2022/02/20, 295
2022/02/24, 293
2022/02/28, 288
2022/03/04, 285
2022/03/07, 280
2022/03/11, 279
2022/03/15, 276
2022/03/19, 276
2022/03/23, 277
2022/03/27, 279
2022/03/31, 279
2022/04/04, 280
2022/04/07, 281
2022/04/12, 286
2022/04/16, 286
2022/04/19, 284
